code,name,country_name,lat,lon,timezone
OYSY,SAYUN/INTL,Yemen,15.96361111111111,48.785,
OYTZ,TAIZ/INTL,Yemen,13.686111111111112,44.138888888888886,
PAAK,ATKA,United States of America,52.22058333333334,-174.20619444444444,
PAAQ,PALMER MUNI,United States of America,61.59491388888889,-149.0887111111111,
PABE,BETHEL,United States of America,60.778555555555556,-161.8371666666667,
PABI,ALLEN AAF,United States of America,63.994547222222224,-145.72164166666667,
PABL,BUCKLAND,United States of America,65.98155555555556,-161.14913888888887,
PABR,WILEY POST-WILL ROGERS MEMORIAL,United States of America,71.28486111111111,-156.76858333333334,
PABT,BETTLES,United States of America,66.91394444444445,-151.52905555555557,
PABV,BIRCHWOOD,United States of America,61.41596111111111,-149.50849444444444,
PACD,COLD BAY,United States of America,55.20526111111111,-162.72451944444444,
PACM,SCAMMON BAY,United States of America,61.84454166666667,-165.57375,
PACV,MERLE K (MUDHOLE) SMITH,United States of America,60.49177777777778,-145.47755555555557,
PACZ,CAPE ROMANZOF LRRS,United States of America,61.781013888888886,-166.03957499999999,
PADE,DEERING,United States of America,66.06911111111111,-162.76705555555557,
PADG,RED DOG,United States of America,68.0321111111111,-162.89919444444445,
PADK,ADAK,United States of America,51.883580555555554,-176.64247777777777,
PADL,DILLINGHAM,United States of America,59.044666666666664,-158.5055,
PADM,MARSHALL,United States of America,61.86416666666667,-162.02611111111113,
PADQ,KODIAK,United States of America,57.749966666666666,-152.49379444444443,
PADU,UNALASKA,United States of America,53.89893611111111,-166.54501944444445,
PAED,ELMENDORF AFB,United States of America,61.251352777777775,-149.8065277777778,
PAEG,EAGLE,United States of America,64.77808333333333,-141.1496111111111,
PAEH,CAPE NEWENHAM LRRS,United States of America,58.64815,-162.0638027777778,
PAEI,EIELSON AFB,United States of America,64.66564444444445,-147.10144166666666,
PAEL,ELFIN COVE,United States of America,58.1951663333333,-136.347389333333,
PAEM,EMMONAK,United States of America,62.786138888888885,-164.49075,
PAEN,KENAI MUNI,United States of America,60.57327777777778,-151.24483333333333,
PAFA,FAIRBANKS INTL,United States of America,64.81510833333333,-147.85644722222222,
PAFB,LADD AAF,United States of America,64.83651666666667,-147.61686666666668,
PAFE,KAKE,United States of America,56.96136111111112,-133.9102611111111,
PAFM,AMBLER,United States of America,67.10641666666666,-157.8575,
PAFS,NIKOLAI,United States of America,63.01855555555556,-154.35844444444444,
PAGA,EDWARD G. PITKA SR,United States of America,64.73617777777778,-156.9374138888889,
PAGH,SHUNGNAK,United States of America,66.888075,-157.16240000000002,
PAGK,GULKANA,United States of America,62.154944444444446,-145.45433333333332,
PAGL,GOLOVIN,United States of America,64.55044444444444,-163.00716666666668,
PAGM,GAMBELL,United States of America,63.76661111111111,-171.73277777777778,
PAGN,ANGOON,United States of America,57.5036111,-134.585,
PAGS,GUSTAVUS,United States of America,58.42527777777777,-135.70741666666666,
PAGY,SKAGWAY,United States of America,59.460061111111116,-135.3156638888889,
PAHL,HUSLIA,United States of America,65.69786111111111,-156.3513888888889,
PAHN,HAINES,United States of America,59.24382777777778,-135.52353611111113,
PAHO,HOMER,United States of America,59.64554722222222,-151.47659166666668,
PAHP,HOOPER BAY,United States of America,61.52386111111111,-166.1466111111111,
PAHX,SHAGELUK,United States of America,62.69230555555555,-159.5692222222222,
PAHY,HYDABURG,United States of America,55.206306,-132.828305666667,
PAIG,IGIUGIG,United States of America,59.32404166666667,-155.90177222222223,
PAII,EGEGIK,United States of America,58.185488888888884,-157.3754277777778,
PAIK,BOB BAKER MEMORIAL,United States of America,66.97595277777778,-160.43653333333333,
PAIL,ILIAMNA,United States of America,59.75557777777778,-154.91774999999998,
PAIM,INDIAN MOUNTAIN LRRS,United States of America,65.99277222222223,-153.70348888888887,
PAIN,MCKINLEY,United States of America,63.732597222222225,-148.9106361111111,
PAIW,WALES,United States of America,65.62258333333332,-168.0949388888889,
PAJC,CHIGNIK,United States of America,56.31146111111111,-158.3732361111111,
PAJN,JUNEAU INTL,United States of America,58.354711111111115,-134.57846944444444,
PAJZ,KOLIGANEK,United States of America,59.72674166666667,-157.26028055555557,
PAKF,FALSE PASS,United States of America,54.847861111111115,-163.4071111111111,
PAKK,KOYUK ALFRED ADAMS,United States of America,64.93952777777778,-161.1542777777778,
PAKN,KING SALMON,United States of America,58.676491666666664,-156.64868888888887,
PAKP,ANATUVUK PASS,United States of America,68.13361111111112,-151.7433333333333,
PAKT,KETCHIKAN INTL,United States of America,55.354083333333335,-131.7112222222222,
PAKU,KUPARUK,United States of America,70.33066666666666,-149.59805555555556,
PAKV,KALTAG,United States of America,64.31897777777777,-158.74130555555556,
PAKW,KLAWOCK,United States of America,55.579233333333335,-133.0759972222222,
PALG,KALSKAG,United States of America,61.53597222222222,-160.34558333333334,
PALH,ANCHORAGE,United States of America,61.186636111111106,-149.96539166666665,
PALU,CAPE LISBURNE LRRS,United States of America,68.87513333333332,-166.11110555555555,
PAMC,MC GRATH,United States of America,62.952783333333336,-155.6070472222222,
PAMD,MIDDLETON ISLAND,United States of America,59.44994166666666,-146.3072388888889,
PAMH,MINCHUMINA,United States of America,63.88597222222222,-152.30183333333335,
PAMK,ST MICHAEL,United States of America,63.49005555555556,-162.11038888888888,
PAMM,METLAKATLA,United States of America,55.1310276666667,-131.578055666667,
PAMO,MOUNTAIN VILLAGE,United States of America,62.09477777777778,-163.6828611111111,
PAMR,MERRILL FIELD,United States of America,61.213544444444445,-149.84472222222223,
PAMY,MEKORYUK,United States of America,60.37238888888889,-166.27019444444446,
PANA,NAPAKIAK,United States of America,60.69033333333333,-161.9785,
PANC,TED STEVENS ANCHORAGE INTL,United States of America,61.17415555555555,-149.9981861111111,
PANI,ANIAK,United States of America,61.58159444444445,-159.54304166666665,
PANN,NENANA MUNI,United States of America,64.54732777777778,-149.073975,
PANT,ANNETTE ISLAND,United States of America,55.042291666666664,-131.57089722222221,
PANV,ANVIK,United States of America,62.647333333333336,-160.19005555555555,
PANW,NEW STUYAHOK,United States of America,59.451527777777784,-157.37316666666666,
PAOH,HOONAH,United States of America,58.09619722222222,-135.40875555555556,
PAOM,NOME,United States of America,64.51255,-165.44436944444445,
PAOO,TOKSOOK BAY,United States of America,60.541333333333334,-165.08719444444446,
PAOR,NORTHWAY,United States of America,62.96116666666667,-141.92808333333332,
PAOT,RALPH WIEN MEMORIAL ,United States of America,66.88480555555556,-162.5981388888889,
PAOU,NELSON LAGOON,United States of America,56.00753611111111,-161.16036666666668,
PAPB,SAINT GEORGE,United States of America,56.57736111111112,-169.66372222222222,
PAPG,PETERSBURG JAMES A JOHNSON,United States of America,56.801472222222216,-132.94622222222222,
PAPH,PORT HEIDEN,United States of America,56.9591,-158.6333611111111,
PAPM,PLATINUM,United States of America,59.017830555555555,-161.82719166666666,
PAPN,PILOT POINT,United States of America,57.58038055555556,-157.57195555555555,
PAPO,POINT HOPE,United States of America,68.34875,-166.79927777777777,
PAQH,QUINHAGAK,United States of America,59.755094444444445,-161.84536666666668,
PAQT,NUIQSUT,United States of America,70.20983333333334,-151.00647222222221,
PARC,ARCTIC VILLAGE,United States of America,68.11466944444444,-145.5794138888889,
PARS,RUSSIAN MISSION,United States of America,61.77488888888889,-161.31938888888888,
PARY,RUBY,United States of America,64.72721111111112,-155.4698888888889,
PASA,SAVOONGA,United States of America,63.686277777777775,-170.49316666666667,
PASC,DEADHORSE,United States of America,70.19554444444445,-148.46578888888888,
PASD,SAND POINT,United States of America,55.313694444444444,-160.52141666666668,
PASH,SHISHMAREF,United States of America,66.24958333333333,-166.08936111111112,
PASI,SITKA ROCKY GUTIERREZ,United States of America,57.04683333333333,-135.36106666666666,
PASK,SELAWIK,United States of America,66.60013888888888,-159.98575,
PASM,SAINT MARY'S,United States of America,62.06083333333333,-163.30183333333335,
PASN,ST PAUL ISLAND,United States of America,57.16630555555555,-170.22255555555554,
PASO,SELDOVIA,United States of America,59.44390555555555,-151.70504166666666,
PASV,SPARREVOHN LRRS,United States of America,61.09711388888889,-155.57480833333332,
PASW,SKWENTNA,United States of America,61.96611111111111,-151.19538888888889,
PASX,SOLDOTNA,United States of America,60.47513888888889,-151.03963888888887,
PASY,EARECKSON AS,United States of America,52.71226111111111,174.11359444444443,
PATA,RALPH M CALHOUN MEMORIAL,United States of America,65.1743888888889,-152.1081111111111,
PATC,TIN CITY LRRS,United States of America,65.564025,-167.92251944444445,
PATE,TELLER,United States of America,65.24038888888889,-166.3393888888889,
PATG,TOGIAK,United States of America,59.053555555555555,-160.39677777777777,
PATK,TALKEETNA,United States of America,62.321361111111116,-150.09272222222222,
PATL,TATALINA LRRS,United States of America,62.89490833333333,-155.9780388888889,
PATQ,ATQASUK EDWARD BURNELL SR MEMORIAL,United States of America,70.46711111111111,-157.43566666666666,
PAUN,UNALAKLEET,United States of America,63.8885,-160.7991111111111,
PAVA,CHEVAK,United States of America,61.540844444444446,-165.60089166666666,
PAVC,KING COVE,United States of America,55.116347222222224,-162.26624722222223,
PAVD,VALDEZ PIONEER FIELD,United States of America,61.13421388888889,-146.2447611111111,
PAVL,KIVALINA,United States of America,67.73613888888889,-164.5635,
PAWD,SEWARD,United States of America,60.13008055555556,-149.41684444444442,
PAWG,WRANGELL,United States of America,56.48433333333333,-132.36983333333333,
PAWM,WHITE MOUNTAIN,United States of America,64.68919444444445,-163.41275000000002,
PAWN,NOATAK,United States of America,67.56116666666667,-162.98041666666666,
PAWS,WASILLA,United States of America,61.57165833333334,-149.54029444444444,
PAYA,YAKUTAT,United States of America,59.503305555555556,-139.66025000000002,
PAZK,EUREKA,United States of America,65.1758333,-150.2205556,
PFCL,CLARKS POINT,United States of America,58.83369444444445,-158.5293888888889,
PFEL,ELIM,United States of America,64.61497222222222,-162.2705277777778,
PFKT,BREVIG MISSION,United States of America,65.33133333333333,-166.4657222222222,
PFYU,FORT YUKON,United States of America,66.57241666666667,-145.24633333333333,
PGRO,ROTA/INTL,United States of America,,,
PGSN,FRANCISCO C. ADA/SAIPAN INTERNATIONAL,United States of America,,,
PGUA,ANDERSON AFB,United States of America,13.583883333333334,144.93005833333333,
PGUM,GUAM INTL,United States of America,13.483949999999998,144.79713055555555,
PGWT,WEST TINIAN,United States of America,,,
PHBK,BARKING SANDS PMRF,United States of America,22.022772222222223,-159.78505833333332,
PHHI,WHEELER AAF,United States of America,21.4835,-158.03966666666668,
PHJH,KAPALUA,United States of America,20.96293611111111,-156.67303055555556,
PHJR,KALAELOA (JOHN RODGERS FIELD),United States of America,21.30735277777778,-158.07030277777778,
PHKO,KONA INTL AT KEAHOLE ,United States of America,19.73876388888889,-156.04563055555556,
PHLI,LIHUE,United States of America,21.975980555555555,-159.33895555555557,
PHMK,MOLOKAI,United States of America,21.152833333333334,-157.09633333333335,
PHNG,KANEOHE BAY MCAS (MARION E. CARL FIELD),United States of America,21.450444444444443,-157.76716666666667,
PHNL,HONOLULU INTL,United States of America,21.317825,-157.9202611111111,
PHNY,LANAI,United States of America,20.785611111111113,-156.95141666666666,
PHOG,KAHULUI,United States of America,20.89865,-156.43045833333332,
PHSF,BRADSHAW ARMY AIRFIELD,United States of America,19.76001388888889,-155.5537666666667,
PHTO,HILO INTL,United States of America,19.720263888888887,-155.04846944444444,
PKMJ,MARSHALL ISLANDS/INTL MAJURO ATOLL,Marshall Islands,7.064972222222222,171.27203055555557,
PKWA,KWAJALEIN ATOLL/BUCHOLZ AAF,Marshall Islands,,,
PLCH,CHRISTMAS ISLAND,Kiribati,1.9862111111111111,-157.34964166666668,
PMDY,HENDERSON FIELD,United States of America,28.201483333333332,-177.38130833333335,
PPIZ,POINT LAY LRRS,United States of America,69.7328888888889,-163.00533333333334,
PTKK,WENO ISLAND ,Micronesia (Federated States of),,,
PTPN,POHNPEI INTL,Micronesia (Federated States of),,,
PTRO,BABELTHUAP/KOROR,Palau,,,
PTSA,KOSRAE,Micronesia (Federated States of),,,
PTYA,YAP INTL,Micronesia (Federated States of),,,
PWAK,WAKE ISLAND AIRFIELD,United States of America,19.28248888888889,166.6366611111111,
RCKH,GAOXIONG,China,22.576944444444443,120.35027777777778,
RCMQ,QINGQUANGANG,China,24.265,120.62083333333332,
RCSS,TAIBEI/SONGSHAN,China,25.06972222222222,121.5525,
RCTP,TAIBEI CITY/TAIBEI INTL AP,China,25.080277777777777,121.23222222222222,
RJAA,NARITA INTL,Japan,35.765277777777776,140.38555555555556,
RJAF,MATSUMOTO,Japan,36.166666666666664,137.92277777777778,
RJAH,HYAKURI,Japan,36.181666666666665,140.41472222222222,
RJAW,IWOTO,Japan,24.784166666666668,141.3227777777778,
RJBB,KANSAI INTL,Japan,34.43416666666666,135.23277777777778,
RJBD,NANKI-SHIRAHAMA,Japan,33.66222222222222,135.36444444444444,
RJBE,KOBE,Japan,34.632777777777775,135.2238888888889,
RJBT,TAJIMA,Japan,35.51277777777778,134.78694444444443,
RJCB,OBIHIRO,Japan,42.733333333333334,143.21722222222223,
RJCC,SAPPORO/NEW CHITOSE,Japan,42.775277777777774,141.6925,
RJCH,HAKODATE,Japan,41.769999999999996,140.82194444444445,
RJCK,KUSHIRO,Japan,43.04083333333333,144.19305555555556,
RJCM,MEMANBETSU,Japan,43.88055555555555,144.16416666666666,
RJCN,NAKASHIBETSU,Japan,43.5775,144.95999999999998,
RJCO,SAPPORO/OKADAMA,Japan,43.1175,141.3813888888889,
RJCW,WAKKANAI,Japan,45.404444444444444,141.80222222222224,
RJDC,YAMAGUCHI-UBE,Japan,33.93,131.27861111111113,
RJDT,TSUSHIMA,Japan,34.285,129.33055555555555,
RJEB,MONBETSU,Japan,44.30416666666667,143.40416666666667,
RJEC,ASAHIKAWA (CIVIL),Japan,43.670833333333334,142.4475,
RJFF,FUKUOKA,Japan,33.58444444444444,130.45166666666665,
RJFG,TANEGASHIMA,Japan,30.605,130.99166666666665,
RJFK,KAGOSHIMA,Japan,31.803333333333335,130.71944444444443,
RJFM,MIYAZAKI,Japan,31.877222222222223,131.44861111111112,
RJFO,OITA,Japan,33.47944444444445,131.73722222222221,
RJFR,KITAKYUSHU,Japan,33.845555555555556,131.035,
RJFS,SAGA,Japan,33.14972222222222,130.30222222222224,
RJFT,KUMAMOTO,Japan,32.83722222222222,130.8552777777778,
RJFU,NAGASAKI,Japan,32.91694444444444,129.91361111111112,
RJFY,KANOYA,Japan,31.368055555555557,130.83805555555557,
RJGG,CHUBU CENTRAIR INTL,Japan,34.858333333333334,136.8052777777778,
RJKA,AMAMI,Japan,28.430833333333336,129.71249999999998,
RJNG,GIFU,Japan,35.394444444444446,136.86944444444444,
RJNK,KANAZAWA/KOMATSU,Japan,36.39388888888889,136.4075,
RJNS,SHIZUOKA,Japan,34.79611111111111,138.18944444444446,
RJNT,TOYAMA,Japan,36.64833333333333,137.1875,
RJNW,NOTO,Japan,37.29333333333333,136.9622222222222,
RJNY,YAIZU/SHIZUHAMA,Japan,34.812777777777775,138.29805555555555,
RJOA,HIROSHIMA,Japan,34.43611111111111,132.91944444444442,
RJOB,OKAYAMA,Japan,34.75694444444444,133.8552777777778,
RJOC,IZUMO,Japan,35.41361111111111,132.89,
RJOE,AKENO,Japan,34.53333333333333,136.67222222222222,
RJOH,MIHO,Japan,35.49333333333333,133.23916666666665,
RJOI,IWAKUNI,Japan,34.14491666666667,132.246975,
RJOK,KOCHI,Japan,33.54611111111111,133.66944444444442,
RJOM,MATSUYAMA,Japan,33.827222222222225,132.69972222222222,
RJOO,OSAKA INTL,Japan,34.78444444444444,135.43916666666667,
RJOR,TOTTORI,Japan,35.53,134.165,
RJOT,TAKAMATSU,Japan,34.21416666666667,134.01555555555555,
RJOW,IWAMI,Japan,34.67638888888889,131.7902777777778,
RJOY,OSAKA/YAO,Japan,34.59666666666667,135.60055555555556,
RJOZ,OZUKI,Japan,34.04694444444444,131.05222222222224,
RJSA,AOMORI,Japan,40.733333333333334,140.68861111111113,
RJSC,YAMAGATA,Japan,38.411944444444444,140.3711111111111,
RJSF,FUKUSHIMA,Japan,37.2275,140.42805555555555,
RJSH,HACHINOHE,Japan,40.551944444444445,141.46722222222223,
RJSI,HANAMAKI,Japan,39.42861111111111,141.13527777777776,
RJSK,AKITA,Japan,39.61555555555556,140.2186111111111,
RJSN,NIIGATA,Japan,37.95583333333334,139.11166666666665,
RJSR,ODATE-NOSHIRO,Japan,40.19194444444444,140.37166666666667,
RJSS,SENDAI,Japan,38.13972222222222,140.91694444444443,
RJSY,SHONAI,Japan,38.81222222222222,139.78722222222223,
RJTF,CHOFU,Japan,35.67166666666667,139.52805555555557,
RJTI,TOKYO HELIPORT,Japan,35.6361111,139.8394444,
RJTO,OSHIMA,Japan,34.78194444444444,139.36027777777778,
RJTR,ZAMA/KASTNER,Japan,35.513666666666666,139.39366666666666,
RJTT,TOKYO INTL,Japan,35.55333333333333,139.78111111111113,
RJTY,YOKOTA,Japan,35.748491666666666,139.34848333333335,
RKJB,MUAN,Republic of Korea,34.99138888888889,126.38277777777778,
RKJK,GUNSAN,Republic of Korea,35.90376666666666,126.61589444444444,
RKNY,YANGYANG,Republic of Korea,38.061388888888885,128.66916666666665,
RKPC,JEJU INTL,Republic of Korea,33.51222222222222,126.49277777777777,
RKPK,GIMHAE INTL,Republic of Korea,35.18055555555555,128.93805555555556,
RKSG,PYEONGTAEK,Republic of Korea,36.96233333333333,127.03107222222222,
RKSI,INCHEON INTL,Republic of Korea,37.462500000000006,126.43916666666667,
RKSM,SEOUL,Republic of Korea,37.44583333333333,127.11416666666666,
RKSO,OSAN,Republic of Korea,37.09061388888889,127.02959722222222,
RKSS,GIMPO,Republic of Korea,37.55694444444444,126.7975,
RKTN,DAEGU INTL,Republic of Korea,35.89416666666666,128.6588888888889,
RKTU,CHEONGJU,Republic of Korea,36.71638888888889,127.49916666666667,
ROAH,NAHA,Japan,26.195833333333333,127.64583333333334,
RODN,KADENA,Japan,26.355611111111113,127.76763888888888,
ROIG,NEW ISHIGAKI,Japan,24.39638888888889,124.245,
ROMY,MIYAKO,Japan,24.782777777777778,125.295,
RORS,SHIMOJISHIMA,Japan,24.826666666666668,125.14472222222223,
ROTM,FUTENMA,Japan,26.274272222222223,127.7565,
RPLB,SUBIC BAY,Philippines,,,
RPLC,DIOSDADO MACAPAGAL,Philippines,,,
RPLI,LAOAG,Philippines,,,
RPLL,NINOY AQUINO INTERNATIONAL AIRPORT,Philippines,,,
RPMD,FRANCISCO BANGOY,Philippines,,,
RPMZ,ZAMBOANGA,Philippines,,,
RPVM,MACTAN-CEBU/LAPU-LAPU,Philippines,10.307541666666667,123.9794388888889,
SAAG,GUALEGUAYCHU (ER),Argentina,-33.00555555555555,-58.61277777777778,
SAAR,ROSARIO/ISLAS MALVINAS (SF),Argentina,-32.90361111111111,-60.78444444444444,
SAAV,SANTA FE/SAUCE VIEJO (SF),Argentina,-31.710841666666667,-60.81126666666666,
SABE,AEROPARQUE J. NEWBERY (CABA),Argentina,-34.55888888888889,-58.41638888888889,
SACO,CORDOBA/ING. AER L.V. TARAVELLA (CBA),Argentina,-31.310000000000002,-64.20833333333334,
SADF,SAN FERNANDO (BA),Argentina,-34.455000000000005,-58.59138888888889,
SADP,EL PALOMAR (BA),Argentina,-34.61,-58.612500000000004,
SAEZ,EZEIZA/MINISTRO PISTARINI (BA),Argentina,-34.82222222222222,-58.53583333333333,
SAME,MENDOZA/EL PLUMERILLO,Argentina,,,
SANT,TUCUMAN/TEN. BENJAMIN MATIENZO (T),Argentina,-26.840833333333332,-65.10472222222222,
SAOC,RIO CUARTO/AREA DE MATERIAL (CBA),Argentina,-33.092222222222226,-64.26944444444445,
SAOU,SAN LUIS/BRIG. MY D. CESAR RAUL OJEDA (SL),Argentina,-33.27222222222222,-66.35666666666665,
SARC,CORRIENTES/DR. FERNANDO PIRAGINE NIVEYRO (CTS),Argentina,-27.44472222222222,-58.76166666666666,
SARE,RESISTENCIA (CHO),Argentina,-27.45,-59.05611111111111,
SARF,FORMOSA (F),Argentina,-26.212777777777777,-58.22805555555556,
SARI,CATARATAS DEL IGUAZU/MY. D. CARLOS EDUARDO KRAUSE (MS),Argentina,-25.737222222222222,-54.473333333333336,
SARL,PASO DE LOS LIBRES (CTS),Argentina,-29.688055555555557,-57.15222222222222,
SARP,POSADAS/LIBERTADOR GRAL. D. JOSE DE SAN MARTIN (MS),Argentina,-27.385833333333334,-55.970555555555556,
SASA,SALTA/GENERAL D. MARTIN MIGUEL DE GUEMES (S),Argentina,-24.859722222222224,-65.48694444444445,
SASJ,JUJUY/GOBERNADOR GUZMAN (J),Argentina,-24.392777777777777,-65.09777777777778,
SAVC,COMODORO RIVADAVIA/GRAL. E. MOSCONI (CHT),Argentina,-45.78527777777778,-67.46555555555555,
SAVE,ESQUEL/BRIG. ANTONIO PARODI (CHT),Argentina,-42.903888888888886,-71.13555555555556,
SAWE,RIO GRANDE (TAIS),Argentina,-53.777499999999996,-67.75,
SAWG,RIO GALLEGOS/PILOTO CIVIL NORBERTO FERNANDEZ (SC),Argentina,-51.60888888888889,-69.31277777777777,
SAWH,USHUAIA/MALVINAS ARGENTINAS (TAIS),Argentina,-54.843333333333334,-68.29555555555555,
SAZM,MAR DEL PLATA/ASTOR PIAZZOLLA (BA),Argentina,-37.93416666666666,-57.57333333333334,
SAZN,NEUQUEN/PRESIDENTE PERON (N),Argentina,-38.94888888888889,-68.15583333333333,
SAZS,SAN CARLOS DE BARILOCHE (RN),Argentina,-41.151111111111106,-71.15777777777778,
SBAF,RIO DE JANIERO/CAMPO DELIO JARDIM DE MATTOS,Brazil,,,
SBAN,ANAPOLIS BASE AEREA,Brazil,,,
SBAQ,ARARAQUARA/ARARAQUARA,Brazil,,,
SBAR,ARACAJU/SANTA MARIA,Brazil,,,
SBAT,ALTA FLORESTA/AEROPORTO PILOTO OSVALDO MARQUES DIAS,Brazil,,,
SBAU,ARACATUBA/ARACATUBA,Brazil,,,
SBBE,BELEM/VAL DE CANS/JULIO CEZAR RIBEIRO,Brazil,,,
SBBG,BAGE/COMANDANTE GUSTAVO KRAEMER,Brazil,,,
SBBH,BELO HORIZONTE/PAMPULHA/MG,Brazil,,,
SBBI,CURITIBA/BACACHERI,Brazil,,,
SBBQ,BARBACENA/MAJOR-BRIGADEIRO DOORGAL BORGES,Brazil,,,
SBBR,BRASILIA/PRES. JUSCELINO KUBITSCHEK,Brazil,,,
SBBU,BAURU/BAURU,Brazil,,,
SBBV,BOA VISTA/ATLAS BRASIL CANTANHEDE,Brazil,,,
SBBW,BARRA DO GARCAS/BARRA DO GARCAS,Brazil,,,
SBCA,CASCAVEL/CASCAVEL,Brazil,,,
SBCB,CABO FRIO/CABO FRIO,Brazil,,,
SBCC,GUARANTA DO NORTE/CAMPO DE PROVAS BRIGADEIRO VELOSO,Brazil,,,
SBCF,BELO HORIZONTE/TANCREDO NEVES,Brazil,,,
SBCG,CAMPO GRANDE/CAMPO GRANDE,Brazil,,,
SBCH,CHAPECO/CHAPECO,Brazil,,,
SBCJ,PARAUAPEBAS/CARAJAS,Brazil,,,
SBCM,CRICIUMA/FORQUILHINHA-CRICIUMA,Brazil,,,
SBCO,PORTO ALEGRE/CANOAS,Brazil,,,
SBCP,CAMPOS DOS GOYTACAZES/BARTOLOMEU LISANDRO,Brazil,,,
SBCR,CORUMBA/CORUMBA,Brazil,,,
SBCT,CURITIBA/AFONSO PENA,Brazil,,,
SBCX,CAXIAS DO SUL/CAMPO DOS BUGRES,Brazil,,,
SBCY,CUIABA/MARECHAL RONDON,Brazil,,,
SBCZ,CRUZEIRO DO SUL/CRUZEIRO DO SUL,Brazil,,,
SBDN,PRESIDENTE PRUDENTE/PRESIDENTE PRUDENTE,Brazil,,,
SBEG,MANAUS/EDUARDO GOMES,Brazil,,,
SBES,SAO PEDRO DA ALDEIA/SAO PEDRO DA ALDEIA,Brazil,,,
SBFI,FOZ DO IGUACU/CATARATAS,Brazil,,,
SBFL,FLORIANOPOLIS/HERCILIO LUZ,Brazil,,,
SBFN,FERNANDO DE NORONHA/FERNANDO DE NORONHA,Brazil,,,
SBFZ,FORTALEZA/ PINTO MARTINS,Brazil,,,
SBGL,RIO DE JANEIRO/GALEAO-ANTONIO CARLOS JOBIM,Brazil,,,
SBGM,GUAJARA-MIRIM/GUAJARA-MIRIM,Brazil,,,
SBGO,GOIANIA/SANTA GENOVEVA,Brazil,,,
SBGR,SAO PAULO/GUARULHOS/SP,Brazil,,,
SBGW,GUARATINGUETA/GUARATINGUETA,Brazil,,,
SBHT,ALTAMIRA/ALTAMIRA,Brazil,,,
SBIH,ITAITUBA/ITAITUBA,Brazil,,,
SBIL,ILHEUS/BAHIA - JORGE AMADO,Brazil,,,
SBIP,IPATINGA/USIMINAS,Brazil,,,
SBIZ,IMPERATRIZ/PREFEITO RENATO MOREIRA,Brazil,,,
SBJF,JUIZ DE FORA/FRANCISCO DE ASSIS,Brazil,,,
SBJP,JOAO PESSOA/PRESIDENTE CASTRO  PINTO,Brazil,,,
SBJR,RIO DE JANEIRO/JACAREPAGUA-ROBERTO MARINHO,Brazil,,,
SBJU,JUAZEIRO DO NORTE/ORLANDO BEZERRA DE MENEZES,Brazil,,,
SBJV,JOINVILLE/LAURO CARNEIRO DE LOYOLA,Brazil,,,
SBKG,CAMPINA GRANDE/PRESIDENTE JOAO SUASSUNA,Brazil,,,
SBKP,CAMPINAS/VIRACOPOS,Brazil,,,
SBLE,LENCOIS/CHAPADA DIAMANTINA,Brazil,,,
SBLO,LONDRINA/GOVERNADOR JOSE RICHA,Brazil,,,
SBLS,LAGOA SANTA/LAGOA SANTA,Brazil,,,
SBMA,MARABA/PARA-JOAO CORREA DA ROCHA,Brazil,,,
SBMD,ALMERIM/MONTE DOURADO,Brazil,,,
SBME,MACAE/MACAE,Brazil,,,
SBMG,MARINGA/SILVIO NAME JUNIOR,Brazil,,,
SBMK,MONTES CLAROS/MARIO RIBEIRO,Brazil,,,
SBML,MARILIA/MARILIA,Brazil,,,
SBMN,MANAUS/PONTA PELADA,Brazil,,,
SBMO,MACEIO/ZUMBI DOS PALMARES,Brazil,,,
SBMQ,MACAPA/ALBERTO ALCOLUMBRE,Brazil,,,
SBMS,MOSSORO/DIX-SEPT ROSADO,Brazil,,,
SBMT,SAO PAULO/CAMPO DE MARTE,Brazil,,,
SBMY,MANICORE/MANICORE,Brazil,,,
SBNF,NAVEGANTES/MINISTRO VICTOR KONDER,Brazil,,,
SBNT,NATAL/AUGUSTO SEVERO,Brazil,,,
SBOI,OIAPOQUE/OIAPOQUE,Brazil,,,
SBPA,PORTO ALEGRE/SALGADO FILHO,Brazil,,,
SBPB,PARNAIBA/PREFEITO DOUTOR JOAO SILVA FILHO,Brazil,,,
SBPC,POCOS DE CALDAS/EMBAIXADOR WALTHER MOREIRA SALLES,Brazil,,,
SBPF,PASSO FUNDO/LAURO KURTZ,Brazil,,,
SBPJ,PALMAS/BRIGADEIRO LYSIAS RODRIGUES,Brazil,,,
SBPK,PELOTAS/PELOTAS,Brazil,,,
SBPL,PETROLINA/SENADOR NILO COELHO,Brazil,,,
SBPP,PONTA PORA/PONTA PORA,Brazil,,,
SBPR,BELO HORIZONTE/CARLOS PRATES,Brazil,,,
SBPS,PORTO SEGURO/PORTO SEGURO,Brazil,,,
SBPV,PORTO VELHO/GOVERNADOR JORGE TEIXEIRA DE OLIVEIRA,Brazil,,,
SBQV,VITORIA DA CONQUISTA/VITORIA DA CONQUISTA,Brazil,,,
SBRB,RIO BRANCO/PLACIDO DE CASTRO,Brazil,,,
SBRF,RECIFE/GUARARAPES - GILBERTO FREYRE,Brazil,,,
SBRJ,RIO DE JANEIRO/SANTOS DUMONT  RJ,Brazil,-22.91,-43.16277777777778,
SBRP,RIBEIRAO PRETO/LEITE LOPES,Brazil,,,
