flight_number,dpt_airport_code,dst_airport_code,plane_type,schedule,dpt_time_utc,dst_time_utc
2984,EPKT,LZIB,PAY2,MTW--SS,16:20:00,17:01:00
2985,ESCF,LIMK,B733,M---F-S,18:07:00,20:06:00
2986,ESCF,LIPS,B738,-----SS,20:50:00,22:36:00
2987,ESCF,EHGR,C500,--WTFSS,16:21:00,18:33:00
2988,ESCF,EGFF,PAY2,M--T-SS,21:44:00,01:06:00
2989,ESCF,LFMO,A320,MT----S,17:26:00,19:41:00
2990,ESCF,ETNL,B733,-TW-FSS,19:32:00,20:13:00
2991,ESCF,ESIB,B738,-TW---S,18:48:00,19:01:00
2992,ESMQ,LICG,PA34,M-W-FSS,16:33:00,01:50:00
2993,ESMQ,LFJR,B738,M-WTF-S,20:50:00,22:42:00
2994,ESMQ,ETNS,PAY2,M--T--S,19:06:00,20:16:00
2995,ESMQ,LRTC,C500,M-W----,17:04:00,20:26:00
2996,ESMQ,LTCU,A320,M------,21:48:00,01:14:00
2997,ESMQ,ESPE,C500,M--T---,20:11:00,22:27:00
2998,ESMQ,LRBS,A320,--W-FSS,17:53:00,19:51:00
2999,ESNU,ESMK,C500,-TWT---,17:18:00,19:21:00
3000,ESNU,EFKT,PA34,--WT-S-,21:58:00,23:59:00
3001,ESNU,LIPY,C500,M-W-FS-,16:32:00,21:29:00
3002,ESNU,EHRD,PA34,-------,18:42:00,01:24:00
3003,ESNU,ESPE,C500,--W---S,20:50:00,21:21:00
3004,ESNU,LEBL,A320,M--T-SS,17:55:00,21:29:00
3005,ESNU,EGNT,B738,M-W---S,20:00:00,21:56:00
3006,ESSD,LTBJ,PAY2,MTW--SS,20:54:00,03:00:00
3007,ESSD,EGNX,PA34,--W--SS,16:26:00,21:58:00
3008,ESSD,ENHE,A320,MTW----,21:32:00,22:39:00
3009,ESSD,LFBZ,A320,MT--F-S,18:41:00,21:32:00
3010,ETAR,LSZB,PAY2,---T-S-,19:59:00,20:39:00
3011,ETAR,LJPZ,A320,M-WT---,17:07:00,17:56:00
3012,ETAR,LTCD,PA34,MT-T-SS,21:34:00,08:55:00
3013,ETAR,EBDT,C500,--W-F-S,18:34:00,19:07:00
3014,ETNN,LTAR,B738,---T-SS,17:03:00,20:18:00
3015,ETNN,LIED,A320,--W-F--,21:32:00,23:12:00
3016,ETNN,ETSB,C500,--WTFS-,20:16:00,20:27:00
3017,ETSI,ENNA,A320,MT-----,20:23:00,23:35:00
3018,ETSI,EFMI,B738,MT----S,16:15:00,18:24:00
3019,ETSI,ETNS,A320,--WT---,21:37:00,22:28:00
3020,ETSI,ETNW,A320,MT--FS-,19:04:00,19:39:00
3021,ETSI,LIRV,A320,M---F-S,18:03:00,18:57:00
3022,LDDU,EFKA,PA34,-TWTF--,21:16:00,06:52:00
3023,LDDU,ENST,C500,M--TFSS,20:07:00,01:48:00
3024,LDDU,ENLK,B733,M-W--SS,21:49:00,01:25:00
3025,LDDU,LIED,PA34,--W-FS-,18:43:00,22:18:00
3026,LDDU,ENFB,PAY2,-TW-FS-,16:58:00,21:40:00
3027,LDDU,LFBT,B733,MTW---S,17:32:00,19:25:00
3028,LDDU,LICB,B733,-T---SS,20:46:00,21:39:00
3029,LEAB,EDDH,A320,-T-T-SS,21:57:00,00:21:00
3030,LEAB,ENAT,PA34,M-W---S,16:34:00,08:11:00
3031,LEAB,ENNK,B738,M--T---,18:32:00,22:49:00
3032,LEAB,LSZH,PAY2,MT-T---,20:20:00,23:19:00
3033,LEJR,LGIO,PAY2,MTW---S,21:40:00,03:14:00
3034,LEJR,LPBJ,B733,--W--S-,18:00:00,18:17:00
3035,LEJR,EFJO,A320,M--T-SS,18:58:00,23:49:00
3036,LEJR,LIMP,B738,-T-----,16:22:00,18:23:00
3037,LEJR,EGPD,B738,--W-F--,20:48:00,23:37:00
3038,LEJR,LDSP,A320,M----SS,17:05:00,19:43:00
3039,LEJR,LFPT,B738,-T---S-,19:55:00,21:48:00
3040,LERT,LKNA,C500,-TW--S-,16:04:00,21:01:00
3041,LERT,LFMU,A320,MT-TFS-,17:39:00,19:05:00
3042,LERT,EPSC,B733,--W-F-S,20:23:00,23:32:00
3043,LERT,LROD,B738,M-WT-SS,19:29:00,22:41:00
3044,LERT,LZIB,PAY2,M-W-FS-,18:20:00,23:46:00
3045,LERT,EVLA,PA34,M--TFSS,17:09:00,05:40:00
3046,LERT,LTCO,B738,-T-T-SS,21:51:00,03:07:00
3047,LEVX,LIRI,A320,--W-F-S,20:01:00,22:33:00
3048,LEVX,EGOV,B733,-T-TF-S,18:39:00,20:15:00
3049,LEVX,LFRO,PAY2,MTW--SS,17:00:00,18:57:00
3050,LEVX,LFOT,PA34,M--T---,19:28:00,23:22:00
3051,LEVX,EGNJ,B733,M---F--,21:45:00,23:31:00
3052,LFBT,LLSD,B733,M-WTF--,18:36:00,22:43:00
3053,LFBT,EGAC,B733,-TWT-S-,17:43:00,19:25:00
3054,LFBT,EGPU,PAY2,-TWT-S-,16:36:00,20:16:00
3055,LFBT,LTAE,A320,M-WT-SS,17:10:00,20:40:00
3056,LFBT,LIRM,B733,-T---S-,19:42:00,21:12:00
3057,LFBT,EBDT,B738,--WTF--,21:43:00,22:53:00
3058,LFBT,EDSB,A320,------S,20:20:00,21:29:00
3059,LFKC,ENHK,B738,----FS-,17:34:00,21:30:00
3060,LFKC,LTBR,C500,MT---S-,19:14:00,23:01:00
3061,LFKC,EGXW,PA34,-TW-FS-,16:54:00,22:36:00
3062,LFKC,LEJR,PA34,-T--FS-,21:53:00,03:49:00
3063,LFKC,EGNJ,PA34,---TF--,21:00:00,02:50:00
3064,LFLY,EGXZ,B733,MTWT-SS,19:39:00,20:58:00
3065,LFLY,LFOC,PAY2,M---F-S,17:24:00,18:17:00
3066,LFLY,EDLV,C500,----F--,21:44:00,23:10:00
3067,LFMO,LJCE,PA34,M----SS,21:32:00,01:07:00
3068,LFMO,ENMS,PAY2,M-WT---,17:59:00,23:46:00
3069,LFMO,EDDR,B733,M---FSS,19:55:00,20:40:00
3070,LFMO,LPHR,B738,--W-F--,17:19:00,20:50:00
3071,LFPN,LYUZ,B738,-T-T-S-,16:12:00,17:59:00
3072,LFPN,ETHS,B738,MTWTFS-,21:51:00,22:45:00
3073,LFPN,LPST,B733,-T---SS,20:20:00,22:08:00
3074,LFRL,EVVA,PA34,MTW-FS-,18:34:00,02:54:00
3075,LFRL,EGNM,PAY2,--W---S,20:55:00,22:27:00
3076,LFRL,LHDC,PA34,-TW-FSS,21:42:00,05:46:00
3077,LFRL,ETSN,PA34,M-WT-S-,17:18:00,22:07:00
3078,LFRL,LZTT,PA34,--W-FSS,17:59:00,01:31:00
3079,LFST,LFPM,A320,-T--F-S,17:46:00,18:15:00
3080,LFST,LGRX,C500,-TW--SS,18:40:00,22:08:00
3081,LFST,EHGG,PA34,M--T-S-,21:19:00,23:28:00
3082,LFST,EDJA,PAY2,MT-TF-S,19:11:00,19:40:00
3083,LFST,LICT,PA34,--WT---,16:31:00,21:42:00
3084,LFST,LPHR,A320,MT----S,22:00:00,02:00:00
3085,LFST,BKPR,B738,-T-T-S-,20:23:00,21:55:00
3086,LGBL,ESOE,PA34,--WT-SS,15:41:00,01:13:00
3087,LGBL,ENBL,B738,MTWT-S-,17:10:00,20:31:00
3088,LGBL,LEPP,B733,-T-T--S,16:40:00,19:18:00
3089,LGBL,LHPP,A320,MTW--SS,20:19:00,21:24:00
3090,LGBL,LIRT,B738,-T--F--,18:10:00,19:00:00
3091,LGBL,LYVR,PA34,MT--F-S,19:23:00,22:10:00
3092,LGBL,EGKA,A320,MT---S-,21:00:00,23:51:00
3093,LGKP,LIBV,B738,-T-----,17:46:00,19:06:00
3094,LGKP,LIPH,A320,-TW-FS-,16:43:00,18:54:00
3095,LGKP,LEBG,PA34,-TWTFS-,20:35:00,08:03:00
3096,LGKP,LKPD,PA34,-TW-F--,18:43:00,02:29:00
3097,LGKP,EHVK,PA34,--W----,19:31:00,05:50:00
3098,LGKP,EBDT,PAY2,-TW-F--,15:16:00,21:05:00
3099,LGKP,LIRV,PA34,-TW-FS-,16:10:00,22:29:00
3100,LGSK,LKLN,PA34,-TWTFS-,15:04:00,20:58:00
3101,LGSK,ENSO,PA34,MT-TF-S,17:36:00,04:30:00
3102,LGSK,LIPC,PA34,M-W--SS,20:40:00,01:11:00
3103,LGSK,ESDF,PA34,M----SS,18:39:00,02:57:00
3104,LGSK,LGKP,C500,-TW-FS-,15:42:00,16:51:00
3105,LIBC,LDZD,B733,--WT-S-,16:08:00,16:53:00
3106,LIBC,EFTU,PAY2,-TW--SS,18:24:00,00:05:00
3107,LIBC,LFOK,PAY2,--W--SS,17:41:00,21:12:00
3108,LIBC,EPKK,PA34,MT-T--S,21:33:00,02:45:00
3109,LIBC,ESCF,PA34,--WTF--,20:09:00,05:08:00
3110,LICB,LPFR,PA34,M-WT-S-,19:30:00,03:50:00
3111,LICB,LSZL,PAY2,-T----S,17:02:00,19:41:00
3112,LICB,EHVK,B738,MT-----,21:47:00,23:58:00
3113,LIMC,LEBZ,B738,M-WTFS-,17:28:00,19:18:00
3114,LIMC,LTAC,PA34,MT-T-SS,16:05:00,00:40:00
3115,LIMC,LKTB,PA34,M---F-S,20:09:00,23:08:00
3116,LIMC,EKSP,PA34,M---F--,21:44:00,02:11:00
3117,LIPE,LICD,A320,M-WTFS-,19:30:00,20:48:00
3118,LIPE,ENRA,A320,-T-T---,21:56:00,01:05:00
3119,LIPE,ENSL,C500,M-----S,17:11:00,20:48:00
3120,LIPE,LFPO,B733,-TWT---,18:08:00,19:11:00
3121,LIPE,LELO,PAY2,MT-T---,20:44:00,23:23:00
3122,LIQC,EYVI,B733,-T-T--S,17:41:00,19:55:00
3123,LIQC,LIPF,C500,M---FS-,17:10:00,18:18:00
3124,LIQC,LGNX,B738,---T-S-,21:39:00,22:56:00
3125,LIQC,LDDU,B733,M-----S,20:04:00,20:35:00
3126,LIQC,LFBT,B738,MT-T---,18:43:00,20:13:00
3127,LIRM,LRTR,PA34,-TW----,18:29:00,21:46:00
3128,LIRM,EGNX,C500,MTWTFS-,20:45:00,00:32:00
3129,LIRM,EGVP,PAY2,---T-SS,21:50:00,01:42:00
3130,LKCV,EGGW,A320,MT---SS,18:46:00,20:13:00
3131,LKCV,LFBD,B733,-T---S-,21:46:00,23:27:00
3132,LKCV,LFBO,B738,M-W-FS-,19:41:00,21:15:00
3133,LKCV,EFKT,B733,M--T-SS,16:31:00,19:06:00
3134,LKCV,LTFH,B738,-TW----,21:02:00,23:23:00
3135,LKCV,EBCI,A320,---T-SS,17:45:00,18:46:00
3136,LLIB,LFBC,B733,-T---S-,20:32:00,00:49:00
3137,LLIB,EGFF,B733,MTW-F-S,19:19:00,00:02:00
3138,LLIB,LHSN,B733,-T----S,19:57:00,22:31:00
3139,LLIB,LIRS,B733,M--T-S-,17:36:00,20:37:00
3140,LLIB,ENSL,C500,---TF--,15:37:00,23:47:00
3141,LLIB,LFKB,B738,-T--FS-,16:27:00,19:33:00
3142,LLIB,EGQL,B738,-TWT--S,18:36:00,23:25:00
3143,LPFR,EKRK,B733,--WTF--,21:31:00,00:44:00
3144,LPFR,ESNQ,PA34,--W-F-S,17:13:00,09:14:00
3145,LPFR,LTCO,A320,-TW-FS-,20:04:00,01:45:00
3146,LPFR,ENSS,PA34,-T----S,22:36:00,16:43:00
3147,LPFR,EGEO,A320,----FS-,18:27:00,21:15:00
3148,LQSA,LFOA,A320,-TWT--S,18:16:00,19:55:00
3149,LQSA,LFOP,C500,MTW-F--,20:29:00,23:37:00
3150,LQSA,LFRL,B738,-TWT--S,16:34:00,18:49:00
3151,LQSA,EFHA,PA34,MT---S-,21:38:00,06:10:00
3152,LQSA,LTAI,A320,-T-T-SS,19:53:00,21:34:00
3153,LRIA,EDFE,C500,M-WT--S,18:50:00,21:56:00
3154,LRIA,LFJR,B733,-----S-,15:52:00,18:31:00
3155,LRIA,ETEB,PAY2,-TW---S,18:20:00,21:21:00
3156,LRIA,LRTM,A320,MT-TF-S,20:36:00,20:56:00
3157,LSZL,LIVO,PAY2,-TW---S,19:13:00,20:05:00
3158,LSZL,ETNS,C500,MT-TF-S,18:27:00,20:27:00
3159,LSZL,ESMK,PAY2,-T--FS-,20:15:00,22:57:00
3160,LSZL,ETOU,B738,----F--,21:51:00,22:23:00
3161,LSZL,ETAD,B733,MT-T-SS,16:22:00,16:57:00
3162,LTAZ,LXGB,B733,M--TF-S,17:52:00,22:17:00
3163,LTAZ,LFKS,B738,M--TF--,20:00:00,22:39:00
3164,LTAZ,LEMH,B733,M-W-F--,14:58:00,18:15:00
3165,LTAZ,LSZA,PAY2,MTWT-S-,16:15:00,21:32:00
3166,LTAZ,EBCI,PA34,MTW-FSS,19:25:00,06:36:00
3167,LTBU,ETEB,PAY2,-T-----,19:32:00,23:22:00
3168,LTBU,EGPB,A320,--W-F-S,14:38:00,18:22:00
3169,LTBU,LFRT,PA34,-T-TF-S,16:06:00,02:41:00
3170,LTBU,EGXT,B738,MT---S-,18:39:00,21:43:00
3171,LTBU,LSZA,B733,-TWT-SS,17:11:00,19:14:00
3172,LTBU,LTCN,C500,MTWT-SS,15:32:00,17:26:00
3173,LTBU,LFPT,C500,MT-T---,18:00:00,22:46:00
3174,LZIB,LFLL,B738,-TW-FS-,18:14:00,19:25:00
3175,LZIB,LGIO,C500,MTWT-SS,19:16:00,21:24:00
3176,LZIB,LFLS,PA34,--WT-S-,20:32:00,00:31:00
3177,LZIB,LJMB,B733,-TW---S,16:45:00,17:02:00
3178,LZIB,LIMA,B738,MTW-FS-,21:58:00,22:58:00
3179,LZIB,LDRI,C500,-TWTFSS,20:01:00,20:51:00
3180,EBFS,LXGB,PA34,MTW-F--,20:10:00,03:29:00
3181,EBFS,EGPU,B738,MT--F-S,21:38:00,22:55:00
3182,EBFS,LIMG,A320,M----SS,16:32:00,17:29:00
3183,EBFS,LIRT,PAY2,-T--F--,18:18:00,21:23:00
3184,EBFS,EKHD,PAY2,M-W----,19:27:00,21:03:00
3185,EBFS,EBCI,PAY2,-TWT-S-,17:08:00,17:12:00
3186,EBFS,EGEO,B733,-TWTF-S,20:43:00,21:56:00
3187,EDGS,LDLO,A320,M-----S,21:02:00,22:07:00
3188,EDGS,EGNX,A320,M-W---S,17:25:00,18:19:00
3189,EDGS,LFRJ,PA34,--WTFS-,16:15:00,20:04:00
3190,EDGS,ENBR,B733,M-WT-S-,19:29:00,20:51:00
3191,EDGS,LGBL,PA34,M---FS-,21:42:00,04:51:00
3192,EFHA,EGXS,B733,M-WT---,16:35:00,18:50:00
3193,EFHA,LZPP,B738,M---FS-,15:16:00,17:10:00
3194,EFHA,EFOU,C500,-T-----,17:46:00,18:31:00
3195,EFHA,LICJ,PA34,M-WTFS-,20:45:00,08:12:00
3196,EFHA,LDRI,A320,MTWT---,19:10:00,21:42:00
3197,EFKU,LPMR,PA34,MTW--S-,17:52:00,08:34:00
3198,EFKU,EFKT,PA34,--WT---,15:48:00,18:03:00
3199,EFKU,LTCA,PA34,MT--FSS,18:58:00,06:42:00
3200,EFKU,LSZC,B733,--W-FS-,20:34:00,23:17:00
3201,EFKU,LICA,C500,-----SS,19:50:00,01:52:00
3202,EGJJ,EGPF,B738,--W--S-,17:08:00,18:04:00
3203,EGJJ,EFKS,B733,--W----,21:18:00,00:34:00
3204,EGJJ,LOWS,C500,M----S-,22:41:00,01:08:00
3205,EGJJ,LFLN,PA34,-TWTFS-,19:05:00,21:25:00
3206,EGJJ,LIVF,PAY2,-T---S-,18:23:00,21:28:00
3207,EGJJ,LEBL,B738,--W---S,20:23:00,21:33:00
3208,EGCC,ESGT,B738,MTWTF--,20:19:00,21:38:00
3209,EGCC,EDDT,C500,---TFSS,18:31:00,20:47:00
3210,EGCC,ENTC,C500,-TWT--S,22:45:00,03:20:00
3211,EGPC,EGYM,B738,--WT---,22:38:00,23:29:00
3212,EGPC,ENVA,B738,M--T-SS,17:58:00,19:08:00
3213,EGPC,EGPL,C500,------S,20:10:00,20:46:00
3214,EGPC,LPPT,PAY2,M--TFS-,19:03:00,00:18:00
3215,EGPC,LFPT,PAY2,MT-TF-S,20:47:00,23:22:00
3216,EGTC,LTFC,PAY2,M--T-SS,22:40:00,05:26:00
3217,EGTC,EGKB,B733,--WTFS-,20:29:00,20:37:00
3218,EGTC,ENST,A320,M--T--S,19:39:00,21:52:00
3219,EGTC,EGUL,A320,--WT-S-,18:28:00,18:35:00
3220,EGTC,EGKA,B738,MTWT-SS,17:17:00,17:28:00
3221,EGTC,ETOU,C500,M--TF--,21:51:00,23:18:00
3222,EGWU,ENDR,PAY2,MT-TFSS,18:19:00,21:51:00
3223,EGWU,ENNM,PAY2,M---FSS,21:15:00,01:01:00
3224,EGWU,EPWR,PAY2,----F--,17:40:00,20:30:00
3225,EGWU,LFSI,PA34,MTWT---,22:05:00,00:10:00
3226,EGWU,LIPY,B733,MT---S-,20:02:00,21:45:00
3227,EGWU,EGXT,B738,M---F--,22:45:00,22:54:00
3228,EGWU,LPPS,PAY2,--WTF-S,19:11:00,00:53:00
3229,EGXV,EYVI,PA34,M--TFS-,20:27:00,03:23:00
3230,EGXV,EGMC,B733,M--T-SS,17:58:00,18:19:00
3231,EGXV,ESGT,PAY2,--WTF--,21:10:00,23:22:00
3232,EGXV,ENHK,PA34,MTWT--S,19:01:00,04:01:00
3233,EGXV,ETNH,C500,-TW----,19:46:00,21:11:00
3234,EGXV,ETAR,A320,MTWT---,22:55:00,23:53:00
3235,EHVK,EFIV,B738,MT-T--S,21:47:00,00:31:00
3236,EHVK,EGQS,C500,-T--F-S,19:02:00,20:58:00
3237,EHVK,EGPC,PA34,-TW-FS-,17:35:00,21:30:00
3238,EINN,EGUO,B733,-TW---S,21:35:00,22:11:00
3239,EINN,LTAW,PAY2,M-W-F--,20:04:00,04:41:00
3240,EINN,LRCV,B738,MTWTF--,22:34:00,01:44:00
3241,EINN,LGSM,A320,M---FSS,17:28:00,21:37:00
3242,EINN,LOWZ,B733,-TW-F--,18:14:00,20:20:00
3243,EINN,ETHB,B733,MT-TF--,20:34:00,22:06:00
3244,EINN,LUKK,PA34,MT--F--,19:11:00,06:41:00
3245,EKOD,LFQB,A320,---TFSS,20:30:00,21:40:00
3246,EKOD,ENHV,B738,---TF--,19:25:00,21:45:00
3247,EKOD,EDDT,PAY2,MT---S-,17:55:00,18:49:00
3248,EKOD,EGNH,PAY2,MTWT--S,16:18:00,18:23:00
3249,EKOD,LFBT,B738,MT-T--S,17:14:00,19:09:00
3250,EKOD,ESGJ,PA34,---TFSS,21:38:00,23:04:00
3251,ENAT,LTAF,B738,-TW--SS,17:43:00,22:19:00
3252,ENAT,EIDL,A320,MT-TFSS,18:56:00,21:52:00
3253,ENAT,LFSO,PAY2,-T--F--,20:34:00,02:35:00
3254,ENAT,LIQO,PAY2,-T-----,21:45:00,05:09:00
3255,ENAT,LTAZ,PA34,-T-TF-S,16:52:00,07:33:00
3256,ENAT,LGKV,A320,MT-TFS-,19:37:00,23:47:00
3257,ENEK,EDDK,B738,-TWT--S,22:51:00,23:42:00
3258,ENEK,LIBY,A320,M-W-F-S,19:10:00,21:57:00
3259,ENEK,LETL,A320,M--T---,21:44:00,00:05:00
3260,ENHF,LIRQ,C500,-TWT-S-,18:36:00,01:14:00
3261,ENHF,EKKA,B733,MT---S-,19:39:00,21:51:00
3262,ENHF,ENQA,B733,MT-TFS-,17:53:00,19:41:00
3263,ENHF,EDTL,B738,M--T--S,20:49:00,00:03:00
3264,ENHF,LDSP,PA34,MT---S-,21:42:00,10:23:00
3265,ENHF,LFPO,A320,MTWTFS-,16:43:00,20:11:00
3266,ENNK,EDVE,PAY2,-T-TF-S,16:22:00,20:41:00
3267,ENNK,EFTP,PAY2,--W--S-,17:43:00,19:41:00
3268,ENNK,EKRK,A320,MT-TFS-,18:32:00,20:25:00
3269,ENNK,LFLX,PA34,-TWTF--,19:55:00,06:34:00
3270,ENNK,EGQK,PA34,-----S-,21:58:00,04:34:00
3271,ENRA,LFBD,C500,-----S-,21:39:00,03:11:00
3272,ENRA,ENRY,B738,---T-S-,17:42:00,18:41:00
3273,ENRA,EDLV,B738,M-W----,18:43:00,20:49:00
3274,ENRA,ESNU,PA34,MT-TFSS,20:32:00,22:12:00
3275,ENRA,EKSP,PAY2,--W----,16:06:00,19:05:00
3276,ENSL,LHPA,B738,--W-F--,18:09:00,20:08:00
3277,ENSL,EBBL,B733,---T-SS,20:53:00,21:56:00
3278,ENSL,EGNR,PAY2,--W--SS,21:43:00,23:16:00
3279,ENSL,LPFL,B733,MTW--S-,20:07:00,00:05:00
3280,ENSL,LIRM,C500,M-WT---,19:13:00,23:47:00
3281,ENSL,EGJJ,B733,--W--S-,17:16:00,18:36:00
3282,ENSL,ENNK,A320,M-W-F--,16:28:00,18:13:00
3283,ENVH,LEVC,C500,--W--S-,19:13:00,23:18:00
3284,ENVH,EDLN,B733,---TFS-,18:11:00,18:57:00
3285,ENVH,EKVD,B738,M--TFS-,20:17:00,20:46:00
3286,ENVH,LFSB,PA34,MTW-F--,21:44:00,01:56:00
3287,ENVH,EBBR,PA34,MT---SS,22:46:00,01:17:00
3288,EPWA,EGOS,C500,-TW-FSS,17:53:00,21:21:00
3289,EPWA,LIRU,B733,--WTFS-,20:19:00,21:58:00
3290,EPWA,LGAD,B738,MT--FSS,19:21:00,21:18:00
3291,EPWA,LEVT,C500,MTW-F-S,21:35:00,02:01:00
3292,EPWA,LFBG,B738,--W-FSS,16:47:00,18:54:00
3293,ESGJ,EFKA,C500,M-W-F--,19:17:00,20:58:00
3294,ESGJ,EHGR,C500,-TW--SS,18:27:00,20:25:00
3295,ESGJ,LFMN,PAY2,MTW-FSS,21:48:00,01:39:00
3296,ESGJ,LRCV,C500,MT-TF-S,20:13:00,23:46:00
3297,ESGJ,EGPK,B738,MTWT-S-,17:38:00,19:05:00
3298,ESMX,LFSL,A320,----F-S,21:12:00,23:17:00
3299,ESMX,EGKB,B738,MTWTF-S,18:59:00,20:24:00
3300,ESMX,LFMK,A320,-TW-F-S,16:41:00,18:57:00
3301,ESMX,LTCS,B733,----FS-,21:44:00,01:16:00
3302,ESMX,LIML,PAY2,-T-TFSS,19:36:00,22:44:00
3303,ESPA,ENHV,B738,M--T-S-,18:06:00,18:53:00
3304,ESPA,LFMI,C500,M-WT-SS,16:32:00,22:19:00
3305,ESPA,LTBA,PA34,-T--FS-,21:34:00,09:04:00
3306,ESPA,LFRH,PA34,-TW-F--,21:01:00,07:22:00
3307,ESPA,LEVX,PA34,-TWT---,17:29:00,06:52:00
3308,ESPA,EBFS,B738,-TW-FSS,20:02:00,22:28:00
3309,ESPA,LTCN,C500,-------,19:12:00,02:15:00
3310,ETHB,EKKA,B733,MT-T-SS,21:49:00,22:23:00
3311,ETHB,LHPR,B738,MTW--SS,17:55:00,18:55:00
3312,ETHB,ENEV,B738,--W--SS,19:56:00,22:13:00
3313,ETHB,LBBG,PAY2,M--TFS-,16:16:00,20:23:00
3314,ETHB,EGPK,PA34,MTW-F--,16:59:00,21:00:00
3315,ETHB,EINN,B738,MTWTFSS,20:47:00,22:17:00
3316,ETHB,LRBS,PAY2,-T--F-S,18:56:00,22:31:00
3317,ETIK,EGXE,B738,MT--F-S,19:56:00,21:09:00
3318,ETIK,EKEB,C500,M---F--,16:53:00,18:22:00
3319,ETIK,LGEL,C500,--WT--S,21:50:00,01:24:00
3320,ETIK,LIMJ,A320,---T-SS,17:49:00,18:34:00
3321,ETSL,ENOA,C500,M--T-S-,21:33:00,00:43:00
3322,ETSL,LBPD,B733,-----SS,19:59:00,21:37:00
3323,ETSL,LIPO,C500,-TW--S-,16:56:00,17:37:00
3324,ETSL,LGTS,A320,-T-TF-S,18:18:00,19:58:00
3325,LBSF,LTBS,PAY2,M----S-,20:31:00,22:25:00
3326,LBSF,ENST,C500,-TW--S-,19:47:00,01:34:00
3327,LBSF,LTCA,PAY2,-T-T-SS,15:08:00,18:28:00
3328,LBSF,EFHA,A320,-TWTF-S,17:27:00,20:12:00
3329,LDRI,LQMO,PA34,MTW--S-,17:39:00,19:04:00
3330,LDRI,ETNW,C500,MT--F-S,20:30:00,22:26:00
3331,LDRI,LTCI,PA34,M----SS,21:40:00,08:01:00
3332,LDRI,ENHF,B733,MTW----,19:07:00,22:44:00
3333,LDRI,LFBI,B733,-TW--SS,16:14:00,17:39:00
3334,LEBB,EHDL,B733,MT-T-S-,21:53:00,23:22:00
3335,LEBB,LIMJ,PA34,MT---SS,20:12:00,00:10:00
3336,LEBB,LFRM,PAY2,MT-T-SS,17:55:00,19:16:00
3337,LEGT,EGPA,A320,-TW----,16:08:00,18:49:00
3338,LEGT,EDLW,B733,--W----,18:10:00,20:05:00
3339,LEGT,EGLL,C500,--W-F-S,19:49:00,22:34:00
3340,LEGT,LERS,B738,-TWTFSS,21:44:00,22:16:00
3341,LEMG,EGDM,PAY2,--W--SS,19:45:00,23:34:00
3342,LEMG,LTFJ,A320,--W-F--,17:28:00,21:17:00
3343,LEMG,EGXZ,B738,M---F--,21:36:00,00:01:00
3344,LEMG,ETNH,B733,MT--FSS,19:13:00,22:02:00
3345,LETO,EDQM,PAY2,MTW-FSS,21:36:00,01:24:00
3346,LETO,LDZA,C500,-TW----,20:21:00,00:00:00
3347,LETO,EHBK,PAY2,-TWT--S,16:33:00,19:45:00
3348,LETO,LFAT,A320,M-WTFS-,19:43:00,21:15:00
3349,LETO,EHRD,PAY2,-T---SS,21:04:00,00:23:00
3350,LETO,EDAH,PA34,MT--F-S,18:08:00,02:24:00
3351,LFBE,ESDF,C500,MTW-FSS,21:58:00,01:31:00
3352,LFBE,LFMP,PAY2,--W----,20:39:00,21:22:00
3353,LFBE,LETL,B738,M----SS,18:26:00,19:04:00
3354,LFKB,ETEB,PA34,-TWTFSS,21:33:00,00:42:00
3355,LFKB,LGIO,B738,-T-----,18:02:00,19:16:00
3356,LFKB,EGSC,PA34,M-WTF--,19:39:00,00:59:00
3357,LFKB,LELC,A320,--WT--S,20:30:00,21:49:00
3358,LFKB,LIRT,B738,-TWTF--,17:04:00,17:42:00
3359,LFKB,ENMS,PA34,MTW---S,18:49:00,05:37:00
3360,LFKB,LYVR,B738,MTWT-S-,16:06:00,17:20:00
3361,LFLX,EDDS,B733,MTW-F-S,20:32:00,21:18:00
3362,LFLX,ETEB,PAY2,-T-T---,21:14:00,22:56:00
3363,LFLX,EDMO,B738,M-----S,21:49:00,22:43:00
3364,LFLX,LHPP,B738,-T----S,18:13:00,19:47:00
3365,LFLX,EGXT,A320,M---F--,16:42:00,17:33:00
3366,LFLX,ENHE,PA34,-TW-FSS,17:22:00,01:55:00
3367,LFLX,LHKE,PAY2,MTWTF--,19:20:00,22:34:00
3368,LFMP,LFRV,B738,MTWT-SS,16:27:00,17:19:00
3369,LFMP,LGKL,PAY2,---T-S-,19:51:00,23:58:00
3370,LFMP,EDDC,C500,--WT--S,17:02:00,19:44:00
3371,LFMP,LTCV,A320,-TWT---,17:51:00,22:11:00
3372,LFMP,ENSH,PA34,MTWTF--,20:45:00,08:54:00
3373,LFMP,LFRS,PA34,--WT-SS,18:48:00,21:19:00
3374,LFMP,EBFN,A320,-T--F-S,21:57:00,23:09:00
3375,LFOB,LIBR,C500,M-W-FS-,18:10:00,21:35:00
3376,LFOB,EDDH,B738,MT--F-S,21:43:00,22:36:00
3377,LFOB,EHDL,B738,MTW--SS,19:53:00,20:22:00
3378,LFPO,ENNA,PAY2,M--T--S,19:51:00,02:07:00
3379,LFPO,LEMH,B738,MTW--SS,21:51:00,23:05:00
3380,LFPO,LRIA,PAY2,-TWTF-S,17:38:00,22:04:00
3381,LFRM,LELC,C500,M----S-,16:14:00,18:41:00
